komisi,bidang,lokasi_ID,ID_SKPD,kode_SKPD,nama_SKPD, nilai_anggaran , nilai_SP2D ,persen_SP2D, nilai_SPJ ,persen_SPJ,persen_rencana,persen_pelaksanaan
5,3,50000,290,1.02.054,BLUD Puskesmas Kec. Jatinegara - JAKTIM," 13,959,662,100 "," 8,382,050,108 ",60.04%," 7,154,346,376 ",51.25%,48.07%,86.10%
5,3,50000,291,1.02.055,BLUD Puskesmas Kec. Duren Sawit - JAKTIM," 15,922,733,500 "," 10,546,648,953 ",66.24%," 8,919,706,549 ",56.02%,91.01%,86.99%
5,3,50000,292,1.02.056,BLUD Puskesmas Kec. Matraman - JAKTIM," 14,995,152,129 "," 8,929,886,804 ",59.55%," 7,868,770,140 ",52.48%,81.51%,79.11%
5,3,50000,293,1.02.057,BLUD Puskesmas Kec. Pulo Gadung - JAKTIM," 13,569,356,000 "," 9,528,793,899 ",70.22%," 7,320,263,069 ",53.95%,90.92%,54.95%
5,3,50000,295,1.13.031,Sudin Sosial - JAKTIM," 15,064,996,608 "," 13,744,570,377 ",91.24%," 9,863,822,256 ",65.48%,56.11%,47.67%
5,3,50000,296,1.18.015,Sudin Olah Raga dan Pemuda - JAKTIM," 22,423,292,500 "," 14,499,868,718 ",64.66%," 10,154,295,686 ",45.28%,77.91%,50.39%
2,2,50000,297,1.17.027,Sudin Kebudayaan - JAKTIM," 8,135,000,000 "," 5,057,298,750 ",62.17%," 4,590,607,950 ",56.43%,87.95%,56.72%
2,2,50000,298,1.14.016,Sudin Tenaga Kerja dan Transmigrasi - JAKTIM," 4,101,000,000 "," 3,666,111,000 ",89.40%," 2,116,133,291 ",51.60%,93.64%,93.64%
1,1,50000,299,1.25.006,"Sudin Komunikasi, Informatika dan Kehumasan - JAKTIM"," 4,611,000,000 "," 2,796,352,150 ",60.65%," 1,797,597,663 ",38.98%,84.51%,38.65%
4,4,50000,301,1.05.018,Sudin Perizinan Bangunan - JAKTIM," 1,000,000,000 "," 467,987,650 ",46.80%," 324,248,950 ",32.42%,84.41%,74.45%
4,4,50000,302,1.08.017,Sudin Pemakaman - JAKTIM," 23,713,031,578 "," 15,559,345,042 ",65.62%," 12,053,879,670 ",50.83%,80.01%,76.27%
5,3,50000,303,1.26.006,Kantor Perpustakaan dan Arsip Daerah - JAKTIM," 4,587,200,000 "," 3,850,467,463 ",83.94%," 3,026,725,565 ",65.98%,66.78%,66.13%
5,3,50000,348,1.18.016,Gelanggang Remaja Jakarta Timur," 47,557,047,400 "," 32,888,219,722 ",69.16%," 22,112,155,692 ",46.50%,69.49%,70.99%
5,3,50000,751,1.12.005,Kantor Keluarga Berencana - JAKTIM," 4,713,638,120 "," 4,463,274,706 ",94.69%," 2,951,483,896 ",62.62%,88.71%,68.29%
5,3,50000,1011,1.02.048,Sudin Kesehatan - JAKTIM," 40,690,747,500 "," 18,406,390,685 ",45.23%," 14,101,916,050 ",34.66%,64.59%,65.55%
4,4,50000,1017,1.04.006,"Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM"," 164,077,344,038 "," 29,942,118,985 ",18.25%," 23,875,315,987 ",14.55%,53.74%,
4,4,50000,1023,1.05.012,Sudin Tata Ruang dan Pertanahan  - JAKTIM," 3,289,000,000 "," 1,696,213,598 ",51.57%," 1,490,456,648 ",45.32%,95.03%,6.03%
1,1,50000,1042,1.20.371,Kantor Kepegawaian - JAKTIM," 2,530,000,000 "," 2,440,769,900 ",96.47%," 1,200,494,173 ",47.45%,84.18%,38.05%
2,2,50000,1058,2.07.010,Sudin Perindustrian dan Energi - JAKTIM," 24,999,900,906 "," 10,410,111,459 ",41.64%," 9,450,771,109 ",37.80%,85.75%,25.67%
3,2,50000,1059,1.20.378,Sudin Pelayanan Pajak II - JAKTIM," 1,105,000,000 "," 1,040,000,000 ",94.12%," 542,451,300 ",49.09%,84.33%,74.44%
3,2,50000,1106,1.20.386,Unit Perbendaharaan dan Pelayanan Kas Jakarta Timur," 2,626,000,000 "," 2,328,221,400 ",88.66%," 1,287,880,918 ",49.04%,0.00%,
1,1,50100,618,1.20.270,Kecamatan Pasar Rebo - JAKTIM," 4,156,000,000 "," 2,383,179,317 ",57.34%," 1,973,623,517 ",47.49%,75.59%,7.83%
1,1,50101,619,1.20.271,Kelurahan Pekayon - JAKTIM," 4,317,589,000 "," 3,755,264,972 ",86.98%," 2,838,935,612 ",65.75%,9.15%,8.12%
1,1,50102,620,1.20.272,Kelurahan Kalisari - JAKTIM," 3,957,209,000 "," 3,330,044,977 ",84.15%," 2,403,531,007 ",60.74%,76.04%,70.18%
1,1,50103,621,1.20.273,Kelurahan Kampung Baru - JAKTIM," 3,644,227,000 "," 2,916,238,326 ",80.02%," 2,838,686,962 ",77.90%,85.04%,71.23%
1,1,50104,622,1.20.274,Kelurahan Cijantung - JAKTIM," 4,267,433,000 "," 3,014,452,927 ",70.64%," 1,970,373,456 ",46.17%,76.15%,59.41%
1,1,50105,623,1.20.275,Kelurahan Gedong - JAKTIM," 4,443,413,000 "," 3,653,804,951 ",82.23%," 3,112,331,087 ",70.04%,0.90%,0.90%
1,1,50200,624,1.20.276,Kecamatan Ciracas - JAKTIM," 3,920,000,000 "," 2,638,453,207 ",67.31%," 1,857,247,857 ",47.38%,86.65%,63.31%
1,1,50201,625,1.20.277,Kelurahan Cibubur - JAKTIM," 5,250,270,000 "," 4,094,477,610 ",77.99%," 3,317,368,135 ",63.18%,5.24%,24.22%
1,1,50202,628,1.20.278,Kelurahan Kampung Rambutan - JAKTIM," 3,634,679,000 "," 3,119,247,360 ",85.82%," 2,489,709,675 ",68.50%,21.92%,75.22%
1,1,50203,626,1.20.279,Kelurahan Kelapa Dua Wetan - JAKTIM," 4,680,436,000 "," 4,238,216,554 ",90.55%," 3,809,157,668 ",81.38%,8.11%,70.82%
1,1,50204,629,1.20.280,Kelurahan Susukan - JAKTIM," 3,750,501,000 "," 3,215,832,754 ",85.74%," 2,794,167,432 ",74.50%,18.69%,70.59%
1,1,50205,627,1.20.281,Kelurahan Ciracas - JAKTIM," 5,117,481,000 "," 4,923,778,431 ",96.21%," 3,117,443,866 ",60.92%,2.36%,65.37%
1,1,50300,630,1.20.282,Kecamatan Cipayung - JAKTIM," 4,231,000,000 "," 2,719,504,287 ",64.28%," 2,338,057,062 ",55.26%,64.76%,13.94%
1,1,50301,631,1.20.283,Kelurahan Cipayung - JAKTIM," 3,122,139,000 "," 3,024,519,219 ",96.87%," 2,551,075,669 ",81.71%,98.02%,91.49%
1,1,50302,634,1.20.284,Kelurahan Lubang Buaya - JAKTIM," 4,555,851,000 "," 3,758,428,582 ",82.50%," 3,364,115,182 ",73.84%,28.76%,56.06%
1,1,50303,635,1.20.285,Kelurahan Ceger - JAKTIM," 2,697,977,000 "," 1,731,786,575 ",64.19%," 1,345,620,775 ",49.88%,92.50%,51.83%
1,1,50304,633,1.20.286,Kelurahan Bambu Apus - JAKTIM," 3,123,268,000 "," 2,510,820,315 ",80.39%," 2,208,679,930 ",70.72%,81.91%,69.52%
1,1,50305,632,1.20.287,Kelurahan Setu - JAKTIM," 2,874,360,000 "," 2,644,600,621 ",92.01%," 1,877,796,826 ",65.33%,36.72%,35.66%
1,1,50306,637,1.20.288,Kelurahan Cilangkap - JAKTIM," 3,050,708,000 "," 2,621,851,086 ",85.94%," 1,785,867,756 ",58.54%,87.56%,23.23%
1,1,50307,638,1.20.289,Kelurahan Munjul - JAKTIM," 3,397,595,000 "," 3,200,215,904 ",94.19%," 2,438,087,260 ",71.76%,35.88%,54.75%
1,1,50308,636,1.20.290,Kelurahan Pondok Rangon - JAKTIM," 3,160,505,000 "," 2,892,474,452 ",91.52%," 2,505,370,952 ",79.27%,0.00%,
1,1,50400,639,1.20.291,Kecamatan Kramat Jati - JAKTIM," 4,149,000,000 "," 3,461,454,362 ",83.43%," 2,824,641,812 ",68.08%,94.41%,69.37%
1,1,50401,640,1.20.292,Kelurahan Kampung Tengah - JAKTIM," 4,015,027,000 "," 3,286,010,208 ",81.84%," 3,053,987,638 ",76.06%,36.34%,37.39%
1,1,50402,641,1.20.293,Kelurahan Kampung Dukuh - JAKTIM," 3,187,858,000 "," 2,896,436,227 ",90.86%," 2,750,371,496 ",86.28%,37.04%,0.55%
1,1,50403,642,1.20.294,Kelurahan Kramat Jati - JAKTIM," 4,058,436,000 "," 3,528,080,019 ",86.93%," 3,097,027,174 ",76.31%,43.50%,52.13%
1,1,50404,643,1.20.295,Kelurahan Batu Ampar - JAKTIM," 3,372,437,875 "," 3,319,870,456 ",98.44%," 1,755,907,154 ",52.07%,95.69%,77.05%
1,1,50405,644,1.20.296,Kelurahan Bale Kambang - JAKTIM," 2,861,494,000 "," 2,717,787,881 ",94.98%," 2,116,170,060 ",73.95%,82.62%,73.38%
1,1,50406,645,1.20.297,Kelurahan Cililitan - JAKTIM," 4,888,916,400 "," 4,302,615,723 ",88.01%," 3,659,391,671 ",74.85%,85.12%,53.36%
1,1,50407,646,1.20.298,Kelurahan Cawang - JAKTIM," 4,538,751,000 "," 3,874,556,484 ",85.37%," 3,394,674,581 ",74.79%,83.05%,74.44%
1,1,50500,647,1.20.299,Kecamatan Makasar - JAKTIM," 3,804,000,000 "," 2,698,343,264 ",70.93%," 1,171,583,264 ",30.80%,72.67%,30.38%
1,1,50501,652,1.20.300,Kelurahan Cipinang Melayu - JAKTIM," 4,781,101,000 "," 3,812,810,607 ",79.75%," 3,078,481,157 ",64.39%,22.42%,39.99%
1,1,50502,651,1.20.301,Kelurahan Halim Perdana Kusuma - JAKTIM," 5,754,170,000 "," 4,156,632,157 ",72.24%," 2,790,949,057 ",48.50%,83.67%,7.77%
1,1,50503,650,1.20.302,Kelurahan Kebon Pala - JAKTIM," 4,949,959,000 "," 4,126,957,110 ",83.37%," 3,565,397,918 ",72.03%,77.89%,27.03%
1,1,50504,649,1.20.303,Kelurahan Makasar - JAKTIM," 4,211,079,000 "," 3,512,119,178 ",83.40%," 2,749,628,068 ",65.30%,41.71%,72.45%
1,1,50505,648,1.20.304,Kelurahan Pinang Ranti - JAKTIM," 2,901,773,000 "," 2,851,427,396 ",98.27%," 2,213,756,706 ",76.29%,81.35%,42.90%
1,1,50600,653,1.20.305,Kecamatan Jatinegara - JAKTIM," 5,418,500,000 "," 3,956,072,849 ",73.01%," 3,250,197,187 ",59.98%,59.87%,57.85%
1,1,50601,654,1.20.306,Kelurahan Kampung Melayu - JAKTIM," 4,238,332,000 "," 3,926,316,334 ",92.64%," 3,656,542,874 ",86.27%,82.45%,27.07%
1,1,50602,655,1.20.307,Kelurahan Bidara Cina - JAKTIM," 5,692,472,000 "," 4,170,387,672 ",73.26%," 3,559,193,827 ",62.52%,0.00%,
1,1,50603,656,1.20.308,Kelurahan Bali Mester - JAKTIM," 3,101,947,000 "," 2,714,349,999 ",87.50%," 2,479,463,499 ",79.93%,15.29%,57.15%
1,1,50604,657,1.20.309,Kelurahan Rawa Bunga - JAKTIM," 4,044,254,000 "," 3,408,755,774 ",84.29%," 3,009,105,974 ",74.40%,8.53%,6.00%
1,1,50605,658,1.20.310,Kelurahan Cipinang Cempedak - JAKTIM," 4,838,311,000 "," 3,802,044,374 ",78.58%," 3,688,410,494 ",76.23%,78.12%,14.62%
1,1,50606,659,1.20.311,Kelurahan Cipinang Muara - JAKTIM," 5,766,564,000 "," 4,665,318,225 ",80.90%," 4,240,814,973 ",73.54%,42.19%,1.98%
1,1,50607,661,1.20.312,Kelurahan Cipinang Besar Selatan - JAKTIM," 4,509,302,000 "," 3,448,126,816 ",76.47%," 2,502,779,783 ",55.50%,3.77%,68.55%
1,1,50608,660,1.20.313,Kelurahan Cipinang Besar Utara - JAKTIM," 5,715,871,000 "," 4,988,204,329 ",87.27%," 4,735,596,479 ",82.85%,72.55%,47.87%
1,1,50700,662,1.20.314,Kecamatan Duren Sawit - JAKTIM," 4,573,000,000 "," 4,177,924,618 ",91.36%," 3,816,656,518 ",83.46%,93.21%,77.20%
1,1,50701,664,1.20.315,Kelurahan Klender - JAKTIM," 6,438,646,000 "," 6,037,120,736 ",93.76%," 4,826,318,474 ",74.96%,8.91%,
1,1,50702,663,1.20.316,Kelurahan Pondok Bambu - JAKTIM," 5,360,260,000 "," 4,506,103,734 ",84.07%," 2,779,178,924 ",51.85%,92.29%,74.13%
1,1,50703,665,1.20.317,Kelurahan Duren Sawit - JAKTIM," 5,959,607,500 "," 4,802,537,011 ",80.58%," 2,658,710,441 ",44.61%,66.37%,66.38%
1,1,50704,667,1.20.318,Kelurahan Malaka Sari - JAKTIM," 4,430,220,000 "," 3,944,413,706 ",89.03%," 2,300,498,896 ",51.93%,19.55%,53.08%
1,1,50705,668,1.20.319,Kelurahan Malaka Jaya - JAKTIM," 4,698,471,000 "," 3,870,480,524 ",82.38%," 2,669,098,458 ",56.81%,7.67%,74.65%
1,1,50706,669,1.20.320,Kelurahan Pondok Kopi - JAKTIM," 4,268,735,000 "," 4,228,889,804 ",99.07%," 2,890,142,724 ",67.70%,21.48%,12.54%
1,1,50707,666,1.20.321,Kelurahan Pondok Kelapa - JAKTIM," 5,476,725,000 "," 4,417,722,848 ",80.66%," 3,074,606,998 ",56.14%,0.00%,
1,1,50800,670,1.20.322,Kecamatan Matraman - JAKTIM," 5,144,000,000 "," 2,743,555,336 ",53.34%," 2,283,044,170 ",44.38%,94.70%,74.83%
1,1,50801,671,1.20.323,Kelurahan Pisangan Baru - JAKTIM," 5,126,908,000 "," 3,985,163,783 ",77.73%," 3,771,282,133 ",73.56%,82.60%,65.47%
1,1,50802,673,1.20.324,Kelurahan Utan Kayu Selatan - JAKTIM," 4,988,424,000 "," 3,974,856,211 ",79.68%," 3,367,533,171 ",67.51%,60.02%,
1,1,50803,672,1.20.325,Kelurahan Utan Kayu Utara - JAKTIM," 4,153,706,000 "," 4,009,755,832 ",96.53%," 2,859,905,952 ",68.85%,25.47%,21.24%
1,1,50804,674,1.20.326,Kelurahan Kayu Manis - JAKTIM," 4,309,242,000 "," 3,497,567,282 ",81.16%," 1,425,892,032 ",33.09%,79.13%,47.52%
1,1,50805,675,1.20.327,Kelurahan Pal Meriam - JAKTIM," 4,308,575,000 "," 3,676,520,386 ",85.33%," 2,739,544,576 ",63.58%,2.58%,63.39%
1,1,50806,676,1.20.328,Kelurahan Kebon Manggis - JAKTIM," 3,003,975,000 "," 2,240,052,529 ",74.57%," 1,873,879,190 ",62.38%,1.54%,1.69%
1,1,50900,677,1.20.329,Kecamatan Pulogadung - JAKTIM," 5,820,000,000 "," 4,006,164,830 ",68.83%," 3,381,859,018 ",58.11%,76.74%,62.00%
1,1,50901,678,1.20.330,Kelurahan Pisangan Timur - JAKTIM," 6,370,307,000 "," 4,196,506,243 ",65.88%," 4,093,455,498 ",64.26%,45.76%,9.19%
1,1,50902,679,1.20.331,Kelurahan Cipinang - JAKTIM," 6,150,237,000 "," 4,613,633,585 ",75.02%," 4,541,097,555 ",73.84%,60.72%,
1,1,50903,680,1.20.332,Kelurahan Jatinegara Kaum - JAKTIM," 3,688,026,000 "," 2,853,858,261 ",77.38%," 1,668,496,504 ",45.24%,90.44%,57.66%
1,1,50904,681,1.20.333,Kelurahan Pulogadung - JAKTIM," 4,392,920,000 "," 3,567,144,406 ",81.20%," 2,026,578,714 ",46.13%,28.68%,31.50%
1,1,50905,682,1.20.334,Kelurahan Rawamangun - JAKTIM," 5,860,064,000 "," 3,967,093,986 ",67.70%," 2,731,456,386 ",46.61%,3.38%,9.62%
1,1,50906,683,1.20.335,Kelurahan Jati - JAKTIM," 5,572,431,000 "," 3,733,685,130 ",67.00%," 3,249,400,230 ",58.31%,2.32%,3.45%
1,1,50907,684,1.20.336,Kelurahan Kayu Putih - JAKTIM," 6,594,545,000 "," 4,313,008,581 ",65.40%," 2,248,064,031 ",34.09%,72.71%,
1,1,51000,685,1.20.337,Kecamatan Cakung - JAKTIM," 4,698,050,000 "," 2,768,241,706 ",58.92%," 2,565,937,106 ",54.62%,94.03%,60.30%
1,1,51001,686,1.20.338,Kelurahan Jatinegara - JAKTIM," 5,418,625,000 "," 5,092,427,487 ",93.98%," 3,812,473,993 ",70.36%,1.97%,69.75%
1,1,51002,687,1.20.339,Kelurahan Rawa Terate - JAKTIM," 3,254,400,000 "," 2,816,935,120 ",86.56%," 2,406,750,170 ",73.95%,55.37%,56.43%
1,1,51003,688,1.20.340,Kelurahan Penggilingan - JAKTIM," 6,603,878,000 "," 5,399,761,623 ",81.77%," 4,841,896,673 ",73.32%,13.75%,27.39%
1,1,51004,689,1.20.341,Kelurahan Pulo Gebang - JAKTIM," 5,913,113,000 "," 4,505,372,360 ",76.19%," 3,523,716,910 ",59.59%,96.55%,70.61%
1,1,51005,690,1.20.342,Kelurahan Ujung Menteng - JAKTIM," 3,718,562,000 "," 2,591,425,950 ",69.69%," 2,259,175,680 ",60.75%,21.95%,
1,1,51006,692,1.20.343,Kelurahan Cakung Timur - JAKTIM," 5,267,792,000 "," 4,304,930,837 ",81.72%," 4,242,219,979 ",80.53%,83.78%,75.66%
1,1,51007,691,1.20.344,Kelurahan Cakung Barat - JAKTIM," 4,290,446,000 "," 3,586,578,958 ",83.59%," 2,299,585,033 ",53.60%,96.09%,59.74%
1,1,60000,304,1.20.349,Kabupaten Administrasi Kepulauan Seribu - Kep. Seribu," 32,939,749,248 "," 16,987,817,019 ",51.57%," 12,172,650,308 ",36.95%,87.14%,46.94%
1,1,60000,305,1.06.007,Kantor Perencanaan Pembangunan Kab. Adm - Kep. Seribu," 5,400,000,000 "," 3,543,592,500 ",65.62%," 1,545,595,900 ",28.62%,98.07%,56.11%
1,1,60000,306,1.20.358,Inspektorat Pembantu - Kep. Seribu," 4,180,000,000 "," 3,655,319,519 ",87.45%," 1,673,315,550 ",40.03%,84.32%,43.96%
4,4,60000,307,1.08.026,Kantor Lingkungan Hidup - Kab Adm Kep. Seribu," 7,920,305,737 "," 5,182,745,739 ",65.44%," 5,056,124,339 ",63.84%,84.95%,80.32%
5,3,60000,308,1.22.007,Kantor Pemberdayaan Masyarakat dan Perempuan Kab. Adm - Kep. Seribu," 4,818,065,500 "," 4,097,711,975 ",85.05%," 3,129,711,635 ",64.96%,91.58%,68.37%
1,1,60000,309,1.20.366,Satpol PP - Kab. Adm Kep. Seribu," 3,817,000,000 "," 3,075,422,500 ",80.57%," 2,526,080,700 ",66.18%,85.98%,71.71%
1,1,60000,310,1.10.007,Sudin Kependudukan dan Catatan Sipil - Kep.Seribu," 1,868,236,000 "," 1,079,998,000 ",57.81%," 665,668,750 ",35.63%,87.17%,51.11%
1,1,60000,311,1.20.379,Sudin Pemadam Kebakaran dan Penanggulangan Bencana - Kep.Seribu," 3,940,000,000 "," 2,708,552,330 ",68.74%," 2,169,678,630 ",55.07%,97.84%,39.63%
2,2,60000,313,2.05.014,Sudin Kelautan dan Perikanan - KEP. SERIBU," 18,758,333,000 "," 12,878,795,817 ",68.66%," 11,778,946,067 ",62.79%,74.77%,77.81%
2,2,60000,315,1.17.025,Sudin Pariwisata dan Kebudayaan - Kep. Seribu," 14,598,416,000 "," 7,942,306,905 ",54.41%," 6,069,849,005 ",41.58%,60.26%,60.26%
4,4,60000,316,1.03.012,Sudin Pekerjaan Umum - Kep. Seribu," 36,214,655,490 "," 6,411,114,000 ",17.70%," 5,074,925,000 ",14.01%,61.34%,34.46%
2,2,60000,320,1.07.016,Sudin Perhubungan - Kep. Seribu," 41,233,211,300 "," 20,781,741,752 ",50.40%," 19,607,225,566 ",47.55%,85.98%,71.83%
5,3,60000,322,1.01.020,Sudin Pendidikan - Kep. Seribu," 24,005,784,680 "," 17,562,406,776 ",73.16%," 15,872,281,967 ",66.12%,11.02%,3.57%
5,3,60000,324,1.02.059,Sudin Kesehatan - Kep. Seribu," 13,291,190,050 "," 8,609,176,750 ",64.77%," 5,368,194,160 ",40.39%,40.66%,36.56%
5,3,60000,325,1.02.060,BLUD Puskesmas Kec. Kep.Seribu Utara - Kep. Seribu," 11,248,830,000 "," 8,390,513,775 ",74.59%," 3,586,900,275 ",31.89%,50.00%,
5,3,60000,326,1.02.061,BLUD Puskesmas Kec. Kep.Seribu Selatan - Kep. Seribu," 13,084,037,290 "," 10,443,089,783 ",79.82%," 6,593,839,667 ",50.40%,58.53%,17.66%
1,1,60000,1043,1.20.372,Kantor Kepegawaian - KEP SERIBU," 1,893,925,000 "," 1,796,611,211 ",94.86%," 1,257,408,137 ",66.39%,79.33%,67.44%
4,4,60000,1060,1.05.013,Sudin Pengawasan dan Penertiban Bangunan Kab - Adm. Kep. Seribu," 1,320,000,000 "," 1,258,728,399 ",95.36%," 947,636,099 ",71.79%,95.02%,87.59%
5,3,60000,1061,1.26.007,Kantor Perpustakaan dan Arsip Daerah - P. SERIBU," 5,560,000,000 "," 2,824,020,850 ",50.79%," 1,378,050,600 ",24.79%,26.24%,21.65%
4,4,60000,1062,1.05.019,Sudin Tata Ruang dan Pertanahan - Kep. Seribu," 2,550,000,000 "," 1,571,411,000 ",61.62%," 1,322,455,020 ",51.86%,87.76%,33.78%
4,4,60000,1063,1.04.007,"Sudin Perumahan, Permukiman dan Gedung Pemda - Kep. Seribu"," 13,626,780,713 "," 6,659,193,251 ",48.87%," 6,658,601,251 ",48.86%,80.80%,75.32%
2,2,60000,1064,1.15.008,"Sudin Koperasi, Usaha Mikro, Kecil dan Menengah, dan Perdagangan - Kep.Seribu"," 3,483,000,000 "," 3,250,297,889 ",93.32%," 2,468,595,273 ",70.88%,99.46%,98.96%
1,1,60000,1065,1.25.007,"Sudin Komunikasi, Informatika dan Kehumasan - Kep.Seribu"," 5,609,427,500 "," 2,780,749,640 ",49.57%," 2,720,918,857 ",48.51%,97.24%,11.29%
5,3,60000,1066,1.02.062,RSUD Kep.Seribu," 6,378,000,000 "," 1,465,627,968 ",22.98%," 1,248,270,718 ",19.57%,58.42%,44.80%
1,1,60100,693,1.20.350,Kecamatan Kep.Seribu Utara - Kep. Seribu," 3,568,400,000 "," 2,604,712,150 ",72.99%," 2,516,139,350 ",70.51%,80.05%,54.50%
1,1,60101,694,1.20.351,Kelurahan P.Panggang - Kep. Seribu," 2,781,302,000 "," 2,666,375,560 ",95.87%," 2,174,760,790 ",78.19%,46.48%,74.20%
1,1,60102,696,1.20.352,Kelurahan P.Kelapa - Kep. Seribu," 2,969,402,000 "," 2,459,962,800 ",82.84%," 2,219,856,300 ",74.76%,52.76%,53.83%
1,1,60103,695,1.20.353,Kelurahan P.Harapan - Kep. Seribu," 2,313,563,000 "," 2,286,893,000 ",98.85%," 1,866,977,050 ",80.70%,95.99%,81.94%
1,1,60200,697,1.20.354,Kecamatan Kep.Seribu Selatan - Kep. Seribu," 3,335,000,000 "," 1,840,271,500 ",55.18%," 1,615,550,000 ",48.44%,82.36%,52.86%
1,1,60201,700,1.20.355,Kelurahan P.Untung Jawa - Kep. Seribu," 2,111,181,000 "," 2,015,696,000 ",95.48%," 1,503,990,600 ",71.24%,77.40%,60.04%
1,1,60202,698,1.20.356,Kelurahan P.Tidung - Kep. Seribu," 2,497,327,000 "," 2,123,972,000 ",85.05%," 1,740,416,250 ",69.69%,24.18%,37.71%
1,1,60203,699,1.20.357,Kelurahan P.Pari - Kep. Seribu," 2,408,065,000 "," 2,142,785,000 ",88.98%," 2,016,761,000 ",83.75%,61.80%,66.19%
