id_skpd,wilayah,komisi,bidang,kode_skpd,nama_skpd,jenis_belanja,keterangan_belanja,nilai_anggaran
272,5,4,4,"1.03.010","Sudin PU Jalan - JAKTIM","Anggaran Belanja Langsung","Pegawai",0
273,5,4,4,"1.03.011","Sudin PU Tata Air - JAKTIM","Anggaran Belanja Langsung","Pegawai",1.488e+09
276,5,4,4,"1.05.011","Sudin Pengawasan dan Penertiban Bangunan - JAKTIM","Anggaran Belanja Langsung","Pegawai",1.792e+09
277,5,4,4,"1.08.025","Sudin Pertamanan - JAKTIM","Anggaran Belanja Langsung","Pegawai",1.024e+08
279,5,2,2,"1.07.015","Sudin Perhubungan - JAKTIM","Anggaran Belanja Langsung","Pegawai",4.457e+08
280,5,4,4,"1.08.019","Sudin Kebersihan - JAKTIM","Anggaran Belanja Langsung","Pegawai",2.118e+10
281,5,5,3,"1.01.013","Sudin Pendidikan Dasar - JAKTIM","Anggaran Belanja Langsung","Pegawai",1.524e+10
282,5,5,3,"1.01.025","Sudin Pendidikan Menengah   - JAKTIM","Anggaran Belanja Langsung","Pegawai",1.017e+11
284,5,5,3,"1.02.058","BLUD Puskesmas Kec. CAKUNG - JAKTIM","Anggaran Belanja Langsung","Pegawai",4.173e+09
285,5,5,3,"1.02.049","BLUD Puskesmas Kec. Pasar Rebo - JAKTIM","Anggaran Belanja Langsung","Pegawai",3.968e+09
286,5,5,3,"1.02.050","BLUD Puskesmas Kec. Ciracas - JAKTIM","Anggaran Belanja Langsung","Pegawai",4.311e+09
287,5,5,3,"1.02.051","BLUD Puskesmas Kec. Cipayung - JAKTIM","Anggaran Belanja Langsung","Pegawai",2.294e+09
288,5,5,3,"1.02.052","BLUD Puskesmas Kec. Kramat Jati - JAKTIM","Anggaran Belanja Langsung","Pegawai",4.644e+09
289,5,5,3,"1.02.053","BLUD Puskesmas Kec. Makasar - JAKTIM","Anggaran Belanja Langsung","Pegawai",2.844e+09
290,5,5,3,"1.02.054","BLUD Puskesmas Kec. Jatinegara - JAKTIM","Anggaran Belanja Langsung","Pegawai",3.661e+09
291,5,5,3,"1.02.055","BLUD Puskesmas Kec. Duren Sawit - JAKTIM","Anggaran Belanja Langsung","Pegawai",4.178e+09
292,5,5,3,"1.02.056","BLUD Puskesmas Kec. Matraman - JAKTIM","Anggaran Belanja Langsung","Pegawai",4.451e+09
293,5,5,3,"1.02.057","BLUD Puskesmas Kec. Pulo Gadung - JAKTIM","Anggaran Belanja Langsung","Pegawai",4.077e+09
295,5,5,3,"1.13.031","Sudin Sosial - JAKTIM","Anggaran Belanja Langsung","Pegawai",3.196e+09
296,5,5,3,"1.18.015","Sudin Olah Raga dan Pemuda - JAKTIM","Anggaran Belanja Langsung","Pegawai",5.266e+09
297,5,2,2,"1.17.027","Sudin Kebudayaan - JAKTIM","Anggaran Belanja Langsung","Pegawai",1.112e+09
298,5,2,2,"1.14.016","Sudin Tenaga Kerja dan Transmigrasi - JAKTIM","Anggaran Belanja Langsung","Pegawai",7.670e+08
299,5,1,1,"1.25.006","Sudin Komunikasi, Informatika dan Kehumasan - JAKTIM","Anggaran Belanja Langsung","Pegawai",1.112e+09
301,5,4,4,"1.05.018","Sudin Perizinan Bangunan - JAKTIM","Anggaran Belanja Langsung","Pegawai",1.373e+08
302,5,4,4,"1.08.017","Sudin Pemakaman - JAKTIM","Anggaran Belanja Langsung","Pegawai",6.078e+09
303,5,5,3,"1.26.006","Kantor Perpustakaan dan Arsip Daerah - JAKTIM","Anggaran Belanja Langsung","Pegawai",6.748e+08
304,6,1,1,"1.20.349","Kabupaten Administrasi Kepulauan Seribu - Kep. Seribu","Anggaran Belanja Langsung","Pegawai",3.867e+09
305,6,1,1,"1.06.007","Kantor Perencanaan Pembangunan Kab. Adm - Kep. Seribu","Anggaran Belanja Langsung","Pegawai",1.739e+09
306,6,1,1,"1.20.358","Inspektorat Pembantu - Kep. Seribu","Anggaran Belanja Langsung","Pegawai",8.300e+08
307,6,4,4,"1.08.026","Kantor Lingkungan Hidup - Kab Adm Kep. Seribu","Anggaran Belanja Langsung","Pegawai",9.171e+08
308,6,5,3,"1.22.007","Kantor Pemberdayaan Masyarakat dan Perempuan Kab. Adm - Kep. Seribu","Anggaran Belanja Langsung","Pegawai",1.466e+09
309,6,1,1,"1.20.366","Satpol PP - Kab. Adm Kep. Seribu","Anggaran Belanja Langsung","Pegawai",1.002e+09
310,6,1,1,"1.10.007","Sudin Kependudukan dan Catatan Sipil - Kep.Seribu","Anggaran Belanja Langsung","Pegawai",7.859e+08
311,6,1,1,"1.20.379","Sudin Pemadam Kebakaran dan Penanggulangan Bencana - Kep.Seribu","Anggaran Belanja Langsung","Pegawai",1.191e+08
313,6,2,2,"2.05.014","Sudin Kelautan dan Perikanan - KEP. SERIBU","Anggaran Belanja Langsung","Pegawai",7.937e+08
315,6,2,2,"1.17.025","Sudin Pariwisata dan Kebudayaan - Kep. Seribu","Anggaran Belanja Langsung","Pegawai",1.291e+09
316,6,4,4,"1.03.012","Sudin Pekerjaan Umum - Kep. Seribu","Anggaran Belanja Langsung","Pegawai",1.931e+08
320,6,2,2,"1.07.016","Sudin Perhubungan - Kep. Seribu","Anggaran Belanja Langsung","Pegawai",1.089e+09
322,6,5,3,"1.01.020","Sudin Pendidikan - Kep. Seribu","Anggaran Belanja Langsung","Pegawai",3.239e+09
324,6,5,3,"1.02.059","Sudin Kesehatan - Kep. Seribu","Anggaran Belanja Langsung","Pegawai",1.842e+09
325,6,5,3,"1.02.060","BLUD Puskesmas Kec. Kep.Seribu Utara - Kep. Seribu","Anggaran Belanja Langsung","Pegawai",2.980e+09
326,6,5,3,"1.02.061","BLUD Puskesmas Kec. Kep.Seribu Selatan - Kep. Seribu","Anggaran Belanja Langsung","Pegawai",3.748e+09
334,0,5,3,"1.02.003","BLUD Akademi Keperawatan (AKPER) Jayakarta","Anggaran Belanja Langsung","Pegawai",7.833e+08
335,0,2,2,"1.17.002","Monumen Nasional (Monas)","Anggaran Belanja Langsung","Pegawai",5.917e+08
336,0,2,2,"1.17.003","Museum Sejarah","Anggaran Belanja Langsung","Pegawai",1.013e+09
337,0,2,2,"1.17.007","Museum Wayang","Anggaran Belanja Langsung","Pegawai",2.093e+09
338,0,2,2,"1.17.006","Museum Senirupa dan Keramik","Anggaran Belanja Langsung","Pegawai",1.350e+09
339,0,2,2,"1.17.004","Museum Bahari","Anggaran Belanja Langsung","Pegawai",1.367e+09
340,0,2,2,"1.17.008","Museum Joang 45","Anggaran Belanja Langsung","Pegawai",3.175e+08
341,0,2,2,"1.17.005","Museum Tekstil","Anggaran Belanja Langsung","Pegawai",4.720e+09
342,0,2,2,"1.17.009","Taman Arkeologi P. Onrust","Anggaran Belanja Langsung","Pegawai",2.773e+08
343,0,2,2,"1.17.010","Balai Konservasi","Anggaran Belanja Langsung","Pegawai",4.460e+08
344,1,5,3,"1.18.009","Gelanggang Remaja Jakarta Pusat","Anggaran Belanja Langsung","Pegawai",7.426e+09
345,2,5,3,"1.18.011","Gelanggang Remaja Jakarta Utara","Anggaran Belanja Langsung","Pegawai",6.946e+09
346,3,5,3,"1.18.013","Gelanggang Remaja Jakarta Barat","Anggaran Belanja Langsung","Pegawai",5.989e+09
347,4,5,3,"1.18.001","Gelanggang Remaja Jakarta Selatan","Anggaran Belanja Langsung","Pegawai",5.681e+09
348,5,5,3,"1.18.016","Gelanggang Remaja Jakarta Timur","Anggaran Belanja Langsung","Pegawai",7.152e+09
349,0,2,2,"1.14.007","Pusat Pelatihan Kerja Khusus Pengembangan Las","Anggaran Belanja Langsung","Pegawai",1.062e+09
350,0,2,2,"1.14.008","Pusat Pelatihan Kerja Pengembangan Industri","Anggaran Belanja Langsung","Pegawai",2.907e+09
351,0,2,2,"1.14.002","Pusat Pelatihan Kerja Daerah Jakarta Pusat","Anggaran Belanja Langsung","Pegawai",1.344e+09
352,0,2,2,"1.14.003","Pusat Pelatihan Kerja Daerah Jakarta Utara","Anggaran Belanja Langsung","Pegawai",2.764e+09
353,0,2,2,"1.14.004","Pusat Pelatihan Kerja Daerah Jakarta Barat","Anggaran Belanja Langsung","Pegawai",1.640e+09
354,0,2,2,"1.14.005","Pusat Pelatihan Kerja Daerah Jakarta Selatan","Anggaran Belanja Langsung","Pegawai",1.274e+09
355,0,2,2,"1.14.006","Pusat Pelatihan Kerja Daerah Jakarta Timur","Anggaran Belanja Langsung","Pegawai",1.370e+09
356,0,5,3,"1.13.002","PSAA Balita Tunas Bangsa","Anggaran Belanja Langsung","Pegawai",9.949e+08
357,0,5,3,"1.13.007","PSAA Putra Utama 1","Anggaran Belanja Langsung","Pegawai",7.371e+08
358,0,5,3,"1.13.003","PSAA Putra Utama 2","Anggaran Belanja Langsung","Pegawai",6.658e+08
359,0,5,3,"1.13.024","PSAA Putra Utama 3","Anggaran Belanja Langsung","Pegawai",5.168e+08
360,0,5,3,"1.13.006","PSAA Putra Utama 4","Anggaran Belanja Langsung","Pegawai",6.949e+08
361,0,5,3,"1.13.005","PSAA Putra Utama 5","Anggaran Belanja Langsung","Pegawai",5.713e+08
362,0,5,3,"1.13.009","PSTW Budi Mulia 1","Anggaran Belanja Langsung","Pegawai",7.257e+08
363,0,5,3,"1.13.011","PSTW Budi Mulia 2","Anggaran Belanja Langsung","Pegawai",8.917e+08
364,0,5,3,"1.13.012","PSTW Budi Mulia 3","Anggaran Belanja Langsung","Pegawai",4.916e+08
365,0,5,3,"1.13.013","PSTW Budi Mulia 4","Anggaran Belanja Langsung","Pegawai",5.972e+08
366,0,5,3,"1.13.017","PSBL Harapan Sentosa 1","Anggaran Belanja Langsung","Pegawai",6.958e+08
367,0,5,3,"1.13.019","PSBL Harapan Sentosa 2","Anggaran Belanja Langsung","Pegawai",6.100e+08
368,0,5,3,"1.13.020","PSBL Harapan Sentosa 3","Anggaran Belanja Langsung","Pegawai",8.452e+08
369,0,5,3,"1.13.021","PSBI Bangun Daya 1","Anggaran Belanja Langsung","Pegawai",4.550e+08
370,0,5,3,"1.13.022","PSBI Bangun Daya 2","Anggaran Belanja Langsung","Pegawai",5.778e+08
371,0,5,3,"1.13.014","PSBI Bangun Daya 3","Anggaran Belanja Langsung","Pegawai",4.938e+08
372,0,5,3,"1.13.008","PSBR Taruna Jaya","Anggaran Belanja Langsung","Pegawai",7.771e+08
373,0,5,3,"1.13.016","PSBN Cahaya Bathin","Anggaran Belanja Langsung","Pegawai",8.765e+08
374,0,5,3,"1.13.015","PSBD Budi Bhakti","Anggaran Belanja Langsung","Pegawai",1.313e+09
375,0,5,3,"1.13.018","PSBG Belaian Kasih","Anggaran Belanja Langsung","Pegawai",3.666e+08
376,0,5,3,"1.13.023","PSBK Harapan Jaya","Anggaran Belanja Langsung","Pegawai",7.535e+08
377,0,5,3,"1.13.025","PSPP Khusnul Khotimah","Anggaran Belanja Langsung","Pegawai",6.549e+08
378,0,5,3,"1.13.010","PSP Bhakti kasih","Anggaran Belanja Langsung","Pegawai",3.900e+08
379,0,5,3,"1.13.026","PSBKW Harapan Mulya","Anggaran Belanja Langsung","Pegawai",4.781e+08
380,0,5,3,"1.01.003","Planetarium dam Observatorium","Anggaran Belanja Langsung","Pegawai",1.140e+09
381,0,5,3,"1.01.007","Pusat Pelatihan Pendidikan Kejuruan (Puslatdikjur) Jakarta Utara","Anggaran Belanja Langsung","Pegawai",1.064e+09
382,0,5,3,"1.01.006","Pusat Pelatihan Pendidikan Kejuruan (Puslatdikjur) Jakarta Selatan","Anggaran Belanja Langsung","Pegawai",1.380e+09
383,0,5,3,"1.01.005","Pusat Pelatihan Pendidikan Kejuruan (Puslatdikjur) Jakarta Barat","Anggaran Belanja Langsung","Pegawai",1.097e+09
384,0,5,3,"1.01.008","Pusat Pelatihan Pendidikan Kejuruan (Puslatdikjur) Jakarta Timur","Anggaran Belanja Langsung","Pegawai",1.455e+09
385,0,5,3,"1.01.004","Pusat Pelatihan Pendidikan Kejuruan (Puslatdikjur) Jakarta Pusat","Anggaran Belanja Langsung","Pegawai",1.489e+09
386,0,5,3,"1.01.009","Pusat Pelatihan dan Pengembangan Pendidikan Nonformal dan Informal (P3PNFI)","Anggaran Belanja Langsung","Pegawai",5.038e+09
387,0,5,3,"1.01.002","Pusat Pelatihan Guru dan Tenaga Kependidikan (PPGTK)","Anggaran Belanja Langsung","Pegawai",2.542e+09
389,1,1,1,"1.20.022","Kecamatan Tanah Abang - JAKPUS","Anggaran Belanja Langsung","Pegawai",1.933e+08
390,1,1,1,"1.20.023","Kelurahan Gelora - JAKPUS","Anggaran Belanja Langsung","Pegawai",5.308e+08
391,1,1,1,"1.20.025","Kelurahan Karet Tengsin - JAKPUS","Anggaran Belanja Langsung","Pegawai",6.907e+08
392,1,1,1,"1.20.024","Kelurahan Bendungan Hilir - JAKPUS","Anggaran Belanja Langsung","Pegawai",6.879e+08
393,1,1,1,"1.20.026","Kelurahan Petamburan - JAKPUS","Anggaran Belanja Langsung","Pegawai",8.510e+08
394,1,1,1,"1.20.027","Kelurahan Kebon Melati - JAKPUS","Anggaran Belanja Langsung","Pegawai",1.082e+09
395,1,1,1,"1.20.028","Kelurahan Kebon Kacang - JAKPUS","Anggaran Belanja Langsung","Pegawai",9.519e+08
396,1,1,1,"1.20.029","Kelurahan Kampung Bali - JAKPUS","Anggaran Belanja Langsung","Pegawai",7.613e+08
397,1,1,1,"1.20.030","Kecamatan Menteng - JAKPUS","Anggaran Belanja Langsung","Pegawai",5.755e+08
398,1,1,1,"1.20.031","Kelurahan Menteng - JAKPUS","Anggaran Belanja Langsung","Pegawai",1.079e+09
399,1,1,1,"1.20.032","Kelurahan Pegangsaan - JAKPUS","Anggaran Belanja Langsung","Pegawai",6.998e+08
400,1,1,1,"1.20.033","Kelurahan Cikini - JAKPUS","Anggaran Belanja Langsung","Pegawai",6.102e+08
401,1,1,1,"1.20.034","Kelurahan Gondangdia - JAKPUS","Anggaran Belanja Langsung","Pegawai",5.232e+08
402,1,1,1,"1.20.035","Kelurahan Kebon Sirih - JAKPUS","Anggaran Belanja Langsung","Pegawai",6.693e+08
403,1,1,1,"1.20.036","Kecamatan Senen - JAKPUS","Anggaran Belanja Langsung","Pegawai",5.004e+08
404,1,1,1,"1.20.037","Kelurahan Kenari - JAKPUS","Anggaran Belanja Langsung","Pegawai",7.580e+08
405,1,1,1,"1.20.038","Kelurahan Paseban - JAKPUS","Anggaran Belanja Langsung","Pegawai",8.699e+08
406,1,1,1,"1.20.039","Kelurahan Kramat - JAKPUS","Anggaran Belanja Langsung","Pegawai",8.804e+08
407,1,1,1,"1.20.040","Kelurahan Kwitang - JAKPUS","Anggaran Belanja Langsung","Pegawai",7.521e+08
408,1,1,1,"1.20.041","Kelurahan Senen - JAKPUS","Anggaran Belanja Langsung","Pegawai",7.633e+08
409,1,1,1,"1.20.042","Kelurahan Bungur - JAKPUS","Anggaran Belanja Langsung","Pegawai",8.459e+08
410,1,1,1,"1.20.043","Kecamatan Cempaka Putih - JAKPUS","Anggaran Belanja Langsung","Pegawai",3.060e+08
411,1,1,1,"1.20.044","Kelurahan Rawasari - JAKPUS","Anggaran Belanja Langsung","Pegawai",5.759e+08
412,1,1,1,"1.20.045","Kelurahan Cempaka Putih Timur - JAKPUS","Anggaran Belanja Langsung","Pegawai",8.028e+08
413,1,1,1,"1.20.046","Kelurahan Cempaka Putih Barat - JAKPUS","Anggaran Belanja Langsung","Pegawai",9.341e+08
414,1,1,1,"1.20.047","Kecamatan Johar Baru - JAKPUS","Anggaran Belanja Langsung","Pegawai",4.580e+08
415,1,1,1,"1.20.048","Kelurahan Johar Baru - JAKPUS","Anggaran Belanja Langsung","Pegawai",7.648e+08
416,1,1,1,"1.20.049","Kelurahan Kampung Rawa - JAKPUS","Anggaran Belanja Langsung","Pegawai",7.442e+08
417,1,1,1,"1.20.050","Kelurahan Galur - JAKPUS","Anggaran Belanja Langsung","Pegawai",4.237e+08
418,1,1,1,"1.20.051","Kelurahan Tanah Tinggi - JAKPUS","Anggaran Belanja Langsung","Pegawai",9.809e+08
419,1,1,1,"1.20.052","Kecamatan Kemayoran - JAKPUS","Anggaran Belanja Langsung","Pegawai",4.879e+08
420,1,1,1,"1.20.053","Kelurahan Harapan Mulia - JAKPUS","Anggaran Belanja Langsung","Pegawai",6.252e+08
421,1,1,1,"1.20.054","Kelurahan Cempaka Baru - JAKPUS","Anggaran Belanja Langsung","Pegawai",7.672e+08
422,1,1,1,"1.20.055","Kelurahan Sumur Batu - JAKPUS","Anggaran Belanja Langsung","Pegawai",4.523e+08
423,1,1,1,"1.20.056","Kelurahan Serdang - JAKPUS","Anggaran Belanja Langsung","Pegawai",7.519e+08
424,1,1,1,"1.20.059","Kelurahan Utan Panjang - JAKPUS","Anggaran Belanja Langsung","Pegawai",7.748e+08
425,1,1,1,"1.20.057","Kelurahan Kebon Kosong - JAKPUS","Anggaran Belanja Langsung","Pegawai",7.812e+08
426,1,1,1,"1.20.058","Kelurahan Kemayoran - JAKPUS","Anggaran Belanja Langsung","Pegawai",7.072e+08
427,1,1,1,"1.20.060","Kelurahan Gunung Sahari Selatan - JAKPUS","Anggaran Belanja Langsung","Pegawai",6.396e+08
428,1,1,1,"1.20.061","Kecamatan Sawah Besar - JAKPUS","Anggaran Belanja Langsung","Pegawai",4.971e+08
429,1,1,1,"1.20.062","Kelurahan Pasar Baru - JAKPUS","Anggaran Belanja Langsung","Pegawai",5.227e+08
430,1,1,1,"1.20.063","Kelurahan Karang Anyar - JAKPUS","Anggaran Belanja Langsung","Pegawai",8.196e+08
431,1,1,1,"1.20.064","Kelurahan Kartini - JAKPUS","Anggaran Belanja Langsung","Pegawai",7.363e+08
432,1,1,1,"1.20.065","Kelurahan Gunung Sahari Utara - JAKPUS","Anggaran Belanja Langsung","Pegawai",4.555e+08
433,1,1,1,"1.20.066","Kelurahan Mangga Dua Selatan - JAKPUS","Anggaran Belanja Langsung","Pegawai",8.936e+08
434,1,1,1,"1.20.067","Kecamatan Gambir - JAKPUS","Anggaran Belanja Langsung","Pegawai",4.707e+08
435,1,1,1,"1.20.068","Kelurahan Cideng - JAKPUS","Anggaran Belanja Langsung","Pegawai",7.911e+08
436,1,1,1,"1.20.069","Kelurahan Petojo Selatan - JAKPUS","Anggaran Belanja Langsung","Pegawai",4.435e+08
437,1,1,1,"1.20.070","Kelurahan Gambir - JAKPUS","Anggaran Belanja Langsung","Pegawai",5.884e+08
438,1,1,1,"1.20.071","Kelurahan Kebon Kelapa - JAKPUS","Anggaran Belanja Langsung","Pegawai",5.820e+08
439,1,1,1,"1.20.072","Kelurahan Petojo Utara - JAKPUS","Anggaran Belanja Langsung","Pegawai",5.036e+08
440,1,1,1,"1.20.073","Kelurahan Duri Pulo - JAKPUS","Anggaran Belanja Langsung","Pegawai",7.389e+08
441,2,1,1,"1.20.079","Kecamatan Penjaringan - JAKUT","Anggaran Belanja Langsung","Pegawai",2.572e+08
442,2,1,1,"1.20.080","Kelurahan Kamal Muara - JAKUT","Anggaran Belanja Langsung","Pegawai",4.928e+08
443,2,1,1,"1.20.081","Kelurahan Kapuk Muara - JAKUT","Anggaran Belanja Langsung","Pegawai",5.932e+08
444,2,1,1,"1.20.082","Kelurahan Pejagalan - JAKUT","Anggaran Belanja Langsung","Pegawai",1.150e+09
445,2,1,1,"1.20.084","Kelurahan Pluit - JAKUT","Anggaran Belanja Langsung","Pegawai",1.071e+09
446,2,1,1,"1.20.083","Kelurahan Penjaringan - JAKUT","Anggaran Belanja Langsung","Pegawai",1.024e+09
447,2,1,1,"1.20.085","Kecamatan Pademangan - JAKUT","Anggaran Belanja Langsung","Pegawai",4.374e+08
448,2,1,1,"1.20.086","Kelurahan Ancol - JAKUT","Anggaran Belanja Langsung","Pegawai",4.843e+08
449,2,1,1,"1.20.087","Kelurahan Pademangan Barat - JAKUT","Anggaran Belanja Langsung","Pegawai",1.039e+09
450,2,1,1,"1.20.088","Kelurahan Pademangan Timur - JAKUT","Anggaran Belanja Langsung","Pegawai",7.418e+08
451,2,1,1,"1.20.089","Kecamatan Tanjung Priok - JAKUT","Anggaran Belanja Langsung","Pegawai",7.687e+08
452,2,1,1,"1.20.091","Kelurahan Sunter Agung - JAKUT","Anggaran Belanja Langsung","Pegawai",1.053e+09
453,2,1,1,"1.20.090","Kelurahan Sunter Jaya - JAKUT","Anggaran Belanja Langsung","Pegawai",1.152e+09
454,2,1,1,"1.20.093","Kelurahan Warakas - JAKUT","Anggaran Belanja Langsung","Pegawai",1.156e+09
455,2,1,1,"1.20.092","Kelurahan Papanggo - JAKUT","Anggaran Belanja Langsung","Pegawai",2.578e+09
456,2,1,1,"1.20.094","Kelurahan Sungai Bambu - JAKUT","Anggaran Belanja Langsung","Pegawai",8.322e+08
457,2,1,1,"1.20.095","Kelurahan Kebon Bawang - JAKUT","Anggaran Belanja Langsung","Pegawai",3.832e+09
458,2,1,1,"1.20.096","Kelurahan Tanjung Priok - JAKUT","Anggaran Belanja Langsung","Pegawai",8.973e+08
459,2,1,1,"1.20.097","Kecamatan Koja - JAKUT","Anggaran Belanja Langsung","Pegawai",4.404e+08
460,2,1,1,"1.20.099","Kelurahan Tugu Selatan - JAKUT","Anggaran Belanja Langsung","Pegawai",4.723e+08
461,2,1,1,"1.20.098","Kelurahan Tugu Utara - JAKUT","Anggaran Belanja Langsung","Pegawai",9.805e+08
462,2,1,1,"1.20.100","Kelurahan Rawa Badak Utara - JAKUT","Anggaran Belanja Langsung","Pegawai",7.913e+08
463,2,1,1,"1.20.101","Kelurahan Koja - JAKUT","Anggaran Belanja Langsung","Pegawai",6.889e+08
464,2,1,1,"1.20.103","Kelurahan Lagoa - JAKUT","Anggaran Belanja Langsung","Pegawai",8.498e+08
465,2,1,1,"1.20.102","Kelurahan Rawa Badak Selatan - JAKUT","Anggaran Belanja Langsung","Pegawai",4.529e+08
466,2,1,1,"1.20.104","Kecamatan Kelapa Gading - JAKUT","Anggaran Belanja Langsung","Pegawai",5.390e+08
467,2,1,1,"1.20.106","Kelurahan Kelapa Gading Barat - JAKUT","Anggaran Belanja Langsung","Pegawai",1.041e+09
468,2,1,1,"1.20.105","Kelurahan Kelapa Gading Timur - JAKUT","Anggaran Belanja Langsung","Pegawai",1.106e+09
469,2,1,1,"1.20.107","Kelurahan Pegangsaan Dua - JAKUT","Anggaran Belanja Langsung","Pegawai",1.368e+09
470,2,1,1,"1.20.108","Kecamatan Cilincing - JAKUT","Anggaran Belanja Langsung","Pegawai",4.382e+08
471,2,1,1,"1.20.109","Kelurahan Sukapura - JAKUT","Anggaran Belanja Langsung","Pegawai",6.890e+08
472,2,1,1,"1.20.110","Kelurahan Rorotan - JAKUT","Anggaran Belanja Langsung","Pegawai",9.170e+08
473,2,1,1,"1.20.111","Kelurahan Marunda - JAKUT","Anggaran Belanja Langsung","Pegawai",7.694e+08
474,2,1,1,"1.20.112","Kelurahan Cilincing - JAKUT","Anggaran Belanja Langsung","Pegawai",1.306e+09
475,2,1,1,"1.20.114","Kelurahan Semper Barat - JAKUT","Anggaran Belanja Langsung","Pegawai",1.168e+09
476,2,1,1,"1.20.113","Kelurahan Semper Timur - JAKUT","Anggaran Belanja Langsung","Pegawai",6.882e+08
477,2,1,1,"1.20.115","Kelurahan Kalibaru - JAKUT","Anggaran Belanja Langsung","Pegawai",1.515e+09
478,3,1,1,"1.20.121","Kecamatan Kebon Jeruk - JAKBAR","Anggaran Belanja Langsung","Pegawai",3.275e+08
479,3,1,1,"1.20.123","Kelurahan Sukabumi Utara - JAKBAR","Anggaran Belanja Langsung","Pegawai",8.963e+08
480,3,1,1,"1.20.122","Kelurahan Sukabumi Selatan - JAKBAR","Anggaran Belanja Langsung","Pegawai",7.775e+08
481,3,1,1,"1.20.124","Kelurahan Kelapa Dua - JAKBAR","Anggaran Belanja Langsung","Pegawai",7.466e+08
482,3,1,1,"1.20.127","Kelurahan Kebon Jeruk - JAKBAR","Anggaran Belanja Langsung","Pegawai",1.105e+09
483,3,1,1,"1.20.125","Kelurahan Duri Kepa - JAKBAR","Anggaran Belanja Langsung","Pegawai",8.918e+08
484,3,1,1,"1.20.128","Kelurahan Kedoya Selatan - JAKBAR","Anggaran Belanja Langsung","Pegawai",6.319e+08
485,3,1,1,"1.20.126","Kelurahan Kedoya Utara - JAKBAR","Anggaran Belanja Langsung","Pegawai",9.990e+08
487,3,1,1,"1.20.129","Kecamatan Kembangan - JAKBAR","Anggaran Belanja Langsung","Pegawai",3.929e+08
488,3,1,1,"1.20.134","Kelurahan Joglo - JAKBAR","Anggaran Belanja Langsung","Pegawai",8.503e+08
489,3,1,1,"1.20.131","Kelurahan Meruya Utara - JAKBAR","Anggaran Belanja Langsung","Pegawai",8.240e+08
490,3,1,1,"1.20.132","Kelurahan Meruya Selatan - JAKBAR","Anggaran Belanja Langsung","Pegawai",7.972e+08
491,3,1,1,"1.20.133","Kelurahan Srengseng - JAKBAR","Anggaran Belanja Langsung","Pegawai",1.046e+09
492,3,1,1,"1.20.130","Kelurahan Kembangan Selatan - JAKBAR","Anggaran Belanja Langsung","Pegawai",7.137e+08
493,3,1,1,"1.20.135","Kelurahan Kembangan Utara - JAKBAR","Anggaran Belanja Langsung","Pegawai",9.987e+08
494,3,1,1,"1.20.143","Kecamatan Kalideres - JAKBAR","Anggaran Belanja Langsung","Pegawai",4.861e+08
495,3,1,1,"1.20.148","Kelurahan Semanan - JAKBAR","Anggaran Belanja Langsung","Pegawai",1.206e+09
496,3,1,1,"1.20.147","Kelurahan Kalideres - JAKBAR","Anggaran Belanja Langsung","Pegawai",1.349e+09
497,3,1,1,"1.20.146","Kelurahan Pegadungan - JAKBAR","Anggaran Belanja Langsung","Pegawai",1.379e+09
498,3,1,1,"1.20.145","Kelurahan Tegal Alur - JAKBAR","Anggaran Belanja Langsung","Pegawai",1.622e+09
499,3,1,1,"1.20.144","Kelurahan Kamal - JAKBAR","Anggaran Belanja Langsung","Pegawai",1.167e+09
500,3,1,1,"1.20.136","Kecamatan Cengkareng - JAKBAR","Anggaran Belanja Langsung","Pegawai",4.497e+08
501,3,1,1,"1.20.140","Kelurahan Duri Kosambi - JAKBAR","Anggaran Belanja Langsung","Pegawai",1.165e+09
502,3,1,1,"1.20.141","Kelurahan Rawa Buaya - JAKBAR","Anggaran Belanja Langsung","Pegawai",1.214e+09
503,3,1,1,"1.20.142","Kelurahan Kedaung Kali Angke - JAKBAR","Anggaran Belanja Langsung","Pegawai",9.294e+08
504,3,1,1,"1.20.139","Kelurahan Kapuk - JAKBAR","Anggaran Belanja Langsung","Pegawai",1.628e+09
505,3,1,1,"1.20.138","Kelurahan Cengkareng Timur - JAKBAR","Anggaran Belanja Langsung","Pegawai",1.363e+09
506,3,1,1,"1.20.137","Kelurahan Cengkareng Barat - JAKBAR","Anggaran Belanja Langsung","Pegawai",1.050e+09
507,3,1,1,"1.20.149","Kecamatan Grogol Petamburan - JAKBAR","Anggaran Belanja Langsung","Pegawai",5.354e+08
508,3,1,1,"1.20.151","Kelurahan Tanjung Duren Utara - JAKBAR","Anggaran Belanja Langsung","Pegawai",7.966e+08
